Visitor_ID,Age,Gender,Accommodation_Type,Accommodation_Cost (INR),Travel_Mode,Travel_Cost (INR),Total_Trip_Cost (INR),Visit_Month,Group_Size,State_of_Origin,Trip_Duration (Days)
V15079,26,Female,Hotel,2023,Palanquin,1791,3814,September,5,Gujarat,6
V15080,46,Female,Dharamshala,1657,Walk,0,1657,June,7,Delhi,3
V15081,68,Other,Hotel,3611,Horse,7449,11060,July,3,Rajasthan,7
V15082,32,Male,Hotel,4235,Walk,0,4235,October,6,Rajasthan,1
V15083,56,Male,Hotel,1558,Palanquin,7240,8798,July,3,Maharashtra,5
V15084,24,Other,Dharamshala,1044,Walk,0,1044,August,6,Delhi,1
V15085,45,Male,Hotel,606,Palanquin,3875,4481,October,10,Maharashtra,2
V15086,22,Male,Dharamshala,4194,Horse,1242,5436,June,8,Uttar Pradesh,5
V15087,39,Male,Hotel,2711,Horse,234,2945,June,9,Uttar Pradesh,5
V15088,29,Male,Hotel,1461,Palanquin,7938,9399,June,1,Delhi,5
V15089,39,Male,Hotel,4757,Horse,6846,11603,May,8,Rajasthan,4
V15090,25,Male,Hotel,3483,Helicopter,7029,10512,May,10,Uttar Pradesh,7
V15091,70,Male,Dharamshala,4403,Horse,779,5182,July,6,Gujarat,4
V15092,37,Female,Tent,2848,Walk,0,2848,May,2,Delhi,1
V15093,29,Male,Dharamshala,4482,Walk,0,4482,August,2,Delhi,2
V15094,24,Male,Hotel,3550,Palanquin,5930,9480,September,4,Delhi,7
V15095,32,Female,Tent,717,Palanquin,5123,5840,June,10,Rajasthan,5
V15096,40,Male,Dharamshala,1420,Helicopter,7926,9346,October,5,Gujarat,1
V15097,24,Female,Hotel,2704,Palanquin,1798,4502,September,8,Gujarat,7
V15098,65,Female,Hotel,4517,Walk,0,4517,September,8,Madhya Pradesh,6
V15099,50,Male,Hotel,4251,Helicopter,1576,5827,October,9,Uttar Pradesh,7
V15100,24,Female,Hotel,987,Helicopter,6657,7644,September,9,Rajasthan,5
V15101,32,Female,Hotel,2253,Walk,0,2253,July,7,Delhi,1
V15102,42,Female,Hotel,4203,Horse,4958,9161,June,10,Rajasthan,1
V15103,57,Other,Hotel,346,Palanquin,1339,1685,May,9,Maharashtra,3
V15104,33,Male,Dharamshala,4119,Walk,0,4119,July,7,Delhi,4
V15105,65,Female,Tent,2983,Horse,2058,5041,June,8,Maharashtra,6
V15106,57,Male,Dharamshala,1774,Walk,0,1774,May,3,Maharashtra,4
V15107,56,Male,Tent,2690,Walk,0,2690,July,6,Gujarat,1
V15108,51,Male,Dharamshala,1930,Palanquin,1350,3280,June,5,Maharashtra,5
V15109,27,Male,Hotel,1078,Horse,3262,4340,May,4,Gujarat,3
V15110,27,Male,Tent,1737,Horse,5607,7344,June,10,Delhi,6
V15111,41,Female,Tent,4269,Palanquin,6492,10761,September,7,Uttar Pradesh,2
V15112,35,Male,Hotel,1485,Horse,201,1686,August,3,Delhi,1
V15113,20,Male,Hotel,896,Horse,2082,2978,May,8,Delhi,1
V15114,39,Male,Dharamshala,1962,Horse,918,2880,August,4,Uttar Pradesh,3
V15115,40,Female,Dharamshala,1482,Horse,1416,2898,October,8,Delhi,1
V15116,68,Male,Dharamshala,1561,Walk,0,1561,October,5,Delhi,7
V15117,62,Male,Hotel,733,Walk,0,733,October,8,Uttar Pradesh,1
V15118,25,Male,Dharamshala,3524,Walk,0,3524,October,7,Uttar Pradesh,5
V15119,58,Male,Hotel,4477,Palanquin,3268,7745,July,10,Maharashtra,2
V15120,25,Female,Hotel,3056,Horse,1307,4363,June,5,Gujarat,6
V15121,64,Male,Tent,511,Walk,0,511,May,1,Maharashtra,4
V15122,49,Male,Hotel,2709,Horse,3720,6429,September,3,Uttar Pradesh,6
V15123,63,Male,Hotel,2204,Horse,3054,5258,September,6,Rajasthan,7
V15124,50,Female,Dharamshala,4632,Horse,4939,9571,August,3,Maharashtra,3
V15125,31,Male,Tent,900,Walk,0,900,September,6,Madhya Pradesh,2
V15126,53,Female,Tent,3088,Palanquin,1071,4159,September,3,Uttar Pradesh,2
V15127,51,Female,Tent,3925,Palanquin,1670,5595,August,7,Gujarat,5
V15128,43,Male,Dharamshala,4929,Horse,2008,6937,September,7,Gujarat,4
V15129,59,Male,Dharamshala,3577,Horse,6636,10213,September,2,Maharashtra,2
V15130,62,Male,Hotel,1219,Horse,5536,6755,October,2,Gujarat,2
V15131,42,Female,Hotel,741,Helicopter,6982,7723,June,2,Uttar Pradesh,1
V15132,22,Female,Dharamshala,4586,Horse,2995,7581,July,1,Delhi,7
V15133,60,Female,Tent,4148,Walk,0,4148,May,3,Rajasthan,1
V15134,27,Other,Tent,3212,Horse,2150,5362,September,7,Uttar Pradesh,5
V15135,41,Male,Dharamshala,2593,Walk,0,2593,July,5,Maharashtra,6
V15136,19,Female,Hotel,903,Walk,0,903,October,1,Gujarat,6
V15137,55,Female,Hotel,1486,Horse,5422,6908,June,7,Delhi,7
V15138,47,Female,Dharamshala,1686,Walk,0,1686,June,5,Gujarat,6
V15139,37,Female,Tent,722,Walk,0,722,May,10,Madhya Pradesh,1
V15140,59,Male,Hotel,3141,Helicopter,7144,10285,October,3,Rajasthan,7
V15141,18,Female,Tent,2150,Palanquin,1717,3867,October,2,Rajasthan,6
V15142,57,Female,Hotel,2443,Horse,5493,7936,October,7,Delhi,7
V15143,23,Other,Tent,3773,Horse,1464,5237,June,7,Gujarat,4
V15144,45,Male,Hotel,1884,Walk,0,1884,May,3,Rajasthan,5
V15145,52,Male,Hotel,3033,Walk,0,3033,June,5,Maharashtra,6
V15146,68,Female,Hotel,3203,Walk,0,3203,July,9,Delhi,4
V15147,54,Female,Hotel,4190,Horse,5659,9849,October,1,Gujarat,3
V15148,41,Male,Dharamshala,3741,Palanquin,5601,9342,June,8,Madhya Pradesh,1
V15149,21,Female,Tent,1809,Horse,5362,7171,October,8,Maharashtra,4
V15150,36,Male,Tent,926,Horse,6758,7684,August,6,Rajasthan,2
V15151,41,Male,Tent,2703,Palanquin,6502,9205,September,3,Delhi,5
V15152,55,Male,Tent,4799,Palanquin,7586,12385,July,10,Uttar Pradesh,5
V15153,57,Female,Tent,1743,Horse,3726,5469,August,6,Gujarat,6
V15154,33,Female,Dharamshala,3063,Walk,0,3063,June,4,Rajasthan,4
V15155,57,Female,Tent,967,Palanquin,1663,2630,June,6,Uttar Pradesh,5
V15156,31,Male,Dharamshala,4445,Horse,4100,8545,May,7,Delhi,1
V15157,35,Female,Hotel,1427,Helicopter,1083,2510,October,6,Maharashtra,1
V15158,51,Male,Hotel,438,Walk,0,438,September,1,Maharashtra,4
V15159,29,Male,Dharamshala,4059,Palanquin,7438,11497,May,5,Madhya Pradesh,6
V15160,67,Female,Hotel,1047,Horse,219,1266,May,7,Delhi,1
V15161,50,Male,Hotel,1549,Palanquin,6407,7956,October,8,Maharashtra,7
V15162,20,Male,Tent,3524,Walk,0,3524,June,8,Delhi,4
V15163,22,Female,Hotel,2379,Horse,2997,5376,May,9,Gujarat,6
V15164,19,Male,Hotel,1929,Palanquin,6825,8754,July,4,Delhi,7
V15165,18,Female,Hotel,2002,Helicopter,6536,8538,October,1,Rajasthan,5
V15166,64,Male,Hotel,3775,Palanquin,946,4721,May,3,Delhi,6
V15167,41,Female,Tent,3471,Horse,1191,4662,September,1,Maharashtra,7
V15168,27,Female,Tent,1918,Palanquin,1610,3528,July,9,Gujarat,6
V15169,47,Female,Tent,716,Walk,0,716,July,9,Madhya Pradesh,4
V15170,45,Male,Tent,4889,Palanquin,3629,8518,May,2,Rajasthan,3
V15171,44,Female,Hotel,4494,Horse,296,4790,August,4,Madhya Pradesh,2
V15172,62,Male,Hotel,1984,Palanquin,4569,6553,June,5,Rajasthan,5
V15173,46,Male,Dharamshala,4416,Walk,0,4416,August,10,Madhya Pradesh,1
V15174,39,Female,Tent,3815,Walk,0,3815,September,6,Rajasthan,2
V15175,30,Female,Dharamshala,4665,Horse,6443,11108,July,9,Gujarat,3
V15176,21,Male,Hotel,600,Horse,7449,8049,October,5,Madhya Pradesh,6
V15177,42,Male,Tent,2520,Walk,0,2520,October,8,Uttar Pradesh,5
V15178,22,Male,Dharamshala,4295,Horse,4954,9249,June,5,Gujarat,7
V15179,43,Male,Hotel,2734,Horse,1933,4667,May,5,Gujarat,6
V15180,44,Male,Hotel,1299,Walk,0,1299,May,6,Gujarat,7
V15181,21,Male,Dharamshala,3586,Horse,3473,7059,August,5,Uttar Pradesh,3
V15182,53,Male,Hotel,1118,Palanquin,4646,5764,October,8,Delhi,3
V15183,68,Male,Hotel,2892,Walk,0,2892,May,9,Rajasthan,1
V15184,27,Male,Dharamshala,542,Walk,0,542,May,8,Delhi,4
V15185,22,Male,Tent,1480,Walk,0,1480,July,4,Madhya Pradesh,4
V15186,60,Female,Tent,501,Palanquin,7278,7779,July,2,Delhi,3
V15187,62,Male,Tent,1721,Horse,2150,3871,October,10,Rajasthan,5
V15188,64,Female,Hotel,2480,Horse,395,2875,May,4,Gujarat,6
V15189,68,Female,Hotel,932,Horse,2011,2943,August,1,Madhya Pradesh,5
V15190,59,Male,Hotel,4356,Palanquin,4755,9111,October,4,Madhya Pradesh,5
V15191,19,Female,Hotel,2800,Palanquin,7621,10421,May,5,Delhi,4
V15192,67,Male,Hotel,2633,Palanquin,2557,5190,May,6,Maharashtra,3
V15193,50,Male,Hotel,1875,Walk,0,1875,June,6,Delhi,1
V15194,33,Female,Tent,2885,Palanquin,3925,6810,August,5,Rajasthan,3
V15195,25,Male,Hotel,2025,Horse,1761,3786,August,5,Madhya Pradesh,2
V15196,25,Male,Tent,4961,Palanquin,2667,7628,July,6,Rajasthan,2
V15197,44,Male,Tent,3510,Palanquin,1872,5382,July,8,Maharashtra,3
V15198,38,Other,Dharamshala,4067,Walk,0,4067,October,9,Maharashtra,5
V15199,53,Female,Hotel,2508,Helicopter,6661,9169,September,5,Delhi,7
V15200,50,Male,Hotel,1466,Palanquin,940,2406,June,5,Madhya Pradesh,5
V15201,69,Female,Hotel,4857,Walk,0,4857,August,3,Madhya Pradesh,4
V15202,38,Female,Hotel,1483,Horse,7570,9053,October,3,Madhya Pradesh,5
V15203,28,Male,Hotel,627,Walk,0,627,June,3,Madhya Pradesh,2
V15204,62,Male,Dharamshala,3770,Walk,0,3770,September,1,Madhya Pradesh,2
V15205,33,Female,Hotel,3243,Palanquin,4388,7631,August,8,Uttar Pradesh,5
V15206,54,Male,Hotel,2853,Palanquin,2195,5048,July,6,Uttar Pradesh,1
V15207,68,Male,Dharamshala,4811,Walk,0,4811,October,7,Delhi,1
V15208,49,Male,Tent,2172,Horse,3928,6100,September,9,Rajasthan,5
V15209,68,Female,Tent,4480,Horse,5803,10283,September,3,Maharashtra,3
V15210,54,Male,Hotel,3366,Walk,0,3366,August,4,Madhya Pradesh,7
V15211,41,Male,Hotel,3896,Walk,0,3896,August,6,Rajasthan,4
V15212,51,Male,Hotel,388,Horse,2479,2867,June,4,Delhi,4
V15213,44,Female,Tent,1070,Palanquin,6301,7371,May,6,Maharashtra,6
V15214,37,Other,Hotel,1940,Walk,0,1940,September,6,Rajasthan,1
V15215,61,Female,Tent,1355,Walk,0,1355,August,10,Rajasthan,5
V15216,59,Female,Hotel,601,Helicopter,2925,3526,September,9,Rajasthan,2
V15217,45,Female,Tent,1080,Walk,0,1080,June,2,Gujarat,3
V15218,40,Female,Tent,4745,Palanquin,6757,11502,July,7,Maharashtra,6
V15219,34,Female,Dharamshala,4559,Helicopter,3541,8100,October,5,Rajasthan,2
V15220,30,Female,Dharamshala,4937,Helicopter,2292,7229,May,6,Rajasthan,1
V15221,60,Male,Hotel,3435,Walk,0,3435,October,2,Gujarat,2
V15222,18,Male,Hotel,4584,Palanquin,5229,9813,July,2,Maharashtra,3
V15223,44,Male,Tent,2254,Walk,0,2254,June,4,Rajasthan,2
V15224,60,Male,Hotel,973,Walk,0,973,October,10,Maharashtra,7
V15225,49,Male,Hotel,3147,Walk,0,3147,October,9,Gujarat,3
V15226,63,Male,Tent,3954,Walk,0,3954,October,2,Gujarat,5
V15227,30,Female,Tent,2209,Palanquin,2019,4228,June,4,Uttar Pradesh,6
V15228,26,Female,Hotel,593,Horse,7740,8333,July,5,Uttar Pradesh,2
V15229,59,Female,Hotel,3687,Horse,1755,5442,September,8,Uttar Pradesh,5
V15230,40,Male,Hotel,3637,Helicopter,3307,6944,September,9,Rajasthan,2
V15231,18,Female,Hotel,1346,Palanquin,121,1467,September,8,Madhya Pradesh,4
V15232,58,Female,Dharamshala,1999,Walk,0,1999,August,1,Maharashtra,7
V15233,39,Female,Dharamshala,4592,Helicopter,6148,10740,June,5,Gujarat,2
V15234,69,Other,Hotel,1113,Walk,0,1113,October,7,Maharashtra,3
V15235,53,Male,Tent,2056,Walk,0,2056,September,8,Delhi,6
V15236,58,Male,Tent,2469,Palanquin,1991,4460,October,10,Maharashtra,4
V15237,23,Male,Tent,3500,Walk,0,3500,May,1,Uttar Pradesh,3
V15238,45,Male,Tent,3252,Palanquin,83,3335,July,9,Madhya Pradesh,6
V15239,50,Male,Tent,3009,Walk,0,3009,October,5,Delhi,7
V15240,36,Male,Hotel,592,Horse,1431,2023,July,4,Rajasthan,5
V15241,50,Female,Dharamshala,3815,Horse,5307,9122,September,4,Rajasthan,3
V15242,45,Male,Tent,837,Walk,0,837,October,4,Madhya Pradesh,5
V15243,59,Female,Tent,2533,Helicopter,3035,5568,July,5,Delhi,6
V15244,68,Female,Hotel,2003,Walk,0,2003,June,8,Delhi,3
V15245,37,Female,Hotel,2901,Walk,0,2901,June,2,Uttar Pradesh,4
V15246,67,Female,Hotel,4062,Walk,0,4062,September,1,Maharashtra,1
V15247,19,Male,Tent,725,Horse,2776,3501,June,7,Uttar Pradesh,4
V15248,48,Male,Dharamshala,4733,Palanquin,2381,7114,October,4,Madhya Pradesh,2
V15249,21,Female,Hotel,806,Helicopter,5629,6435,August,2,Maharashtra,3
V15250,34,Female,Dharamshala,4556,Walk,0,4556,August,8,Rajasthan,3
V15251,52,Male,Tent,1168,Walk,0,1168,September,2,Uttar Pradesh,4
V15252,68,Female,Hotel,3329,Horse,315,3644,July,8,Rajasthan,3
V15253,18,Male,Tent,467,Horse,2008,2475,July,7,Gujarat,3
V15254,24,Male,Tent,1310,Horse,3132,4442,May,5,Delhi,3
V15255,19,Female,Hotel,3756,Walk,0,3756,June,8,Madhya Pradesh,2
V15256,50,Male,Dharamshala,1224,Horse,1620,2844,July,10,Uttar Pradesh,1
V15257,19,Female,Tent,937,Walk,0,937,June,6,Gujarat,3
V15258,35,Female,Hotel,3614,Horse,3329,6943,October,8,Madhya Pradesh,6
V15259,65,Female,Hotel,2887,Horse,1034,3921,September,4,Delhi,6
V15260,21,Male,Tent,549,Horse,3522,4071,September,1,Madhya Pradesh,1
V15261,44,Other,Hotel,4284,Horse,4284,8568,September,8,Uttar Pradesh,2
V15262,49,Male,Tent,2665,Horse,617,3282,August,4,Madhya Pradesh,4
V15263,70,Female,Tent,2476,Walk,0,2476,August,5,Rajasthan,2
V15264,63,Other,Hotel,1176,Walk,0,1176,October,5,Maharashtra,5
V15265,26,Female,Dharamshala,1591,Palanquin,5009,6600,August,1,Madhya Pradesh,2
V15266,41,Other,Tent,463,Horse,1075,1538,September,6,Rajasthan,7
V15267,36,Female,Dharamshala,4923,Walk,0,4923,August,3,Maharashtra,5
V15268,67,Male,Hotel,1153,Walk,0,1153,September,8,Rajasthan,5
V15269,55,Female,Hotel,3508,Walk,0,3508,September,7,Rajasthan,3
V15270,50,Female,Dharamshala,4162,Horse,169,4331,May,1,Madhya Pradesh,3
V15271,18,Male,Hotel,455,Walk,0,455,July,9,Delhi,6
V15272,59,Female,Dharamshala,4728,Helicopter,1598,6326,September,10,Delhi,4
V15273,47,Male,Hotel,3736,Helicopter,6250,9986,May,7,Madhya Pradesh,3
V15274,30,Male,Dharamshala,2652,Horse,3582,6234,August,3,Rajasthan,7
V15275,65,Female,Dharamshala,1335,Palanquin,1690,3025,July,7,Maharashtra,3
V15276,44,Female,Tent,2538,Walk,0,2538,September,1,Gujarat,1
V15277,44,Male,Tent,1528,Horse,3664,5192,July,6,Delhi,2
V15278,27,Female,Tent,2669,Walk,0,2669,July,2,Uttar Pradesh,2
V15279,22,Male,Hotel,869,Helicopter,6251,7120,October,9,Delhi,5
V15280,53,Female,Hotel,3122,Walk,0,3122,September,4,Madhya Pradesh,3
V15281,67,Male,Dharamshala,4020,Horse,6185,10205,October,4,Maharashtra,5
V15282,31,Other,Dharamshala,2395,Helicopter,3822,6217,September,6,Delhi,1
V15283,44,Female,Dharamshala,3705,Horse,3859,7564,June,6,Delhi,4
V15284,62,Female,Tent,1574,Walk,0,1574,September,1,Maharashtra,4
V15285,36,Other,Dharamshala,659,Horse,3857,4516,October,1,Rajasthan,1
V15286,36,Male,Hotel,4292,Helicopter,2418,6710,October,8,Madhya Pradesh,2
V15287,47,Female,Tent,538,Horse,3148,3686,September,7,Madhya Pradesh,7
V15288,30,Female,Hotel,1830,Helicopter,1152,2982,June,7,Delhi,5
V15289,18,Female,Hotel,1768,Walk,0,1768,August,4,Uttar Pradesh,4
V15290,50,Female,Hotel,4132,Walk,0,4132,October,6,Rajasthan,5
V15291,29,Male,Hotel,1807,Helicopter,4492,6299,June,2,Delhi,4
V15292,62,Female,Hotel,896,Walk,0,896,October,1,Delhi,3
V15293,59,Female,Tent,2231,Walk,0,2231,October,8,Gujarat,3
V15294,49,Male,Hotel,1858,Horse,3676,5534,May,2,Uttar Pradesh,4
V15295,55,Female,Tent,2743,Walk,0,2743,September,1,Uttar Pradesh,2
V15296,29,Other,Hotel,2329,Horse,6797,9126,May,3,Delhi,6
V15297,31,Male,Tent,3717,Walk,0,3717,September,7,Maharashtra,1
V15298,19,Male,Dharamshala,3785,Walk,0,3785,October,4,Gujarat,7
V15299,62,Female,Tent,2893,Walk,0,2893,September,1,Maharashtra,1
V15300,27,Male,Hotel,1395,Helicopter,1393,2788,June,4,Uttar Pradesh,6
V15301,45,Male,Dharamshala,1415,Helicopter,5510,6925,September,7,Uttar Pradesh,6
V15302,65,Female,Hotel,3672,Palanquin,2501,6173,September,3,Delhi,3
V15303,31,Female,Hotel,3303,Walk,0,3303,July,1,Rajasthan,7
V15304,25,Female,Hotel,1201,Palanquin,4539,5740,October,3,Maharashtra,3
V15305,29,Other,Hotel,3881,Walk,0,3881,October,9,Uttar Pradesh,5
V15306,33,Female,Tent,4254,Walk,0,4254,June,10,Madhya Pradesh,4
V15307,38,Male,Hotel,2693,Horse,7402,10095,August,4,Gujarat,1
V15308,51,Male,Hotel,1698,Horse,3169,4867,June,9,Rajasthan,4
V15309,49,Female,Hotel,3467,Walk,0,3467,September,8,Gujarat,2
V15310,20,Male,Dharamshala,3525,Walk,0,3525,August,5,Rajasthan,1
V15311,19,Other,Dharamshala,3520,Palanquin,7974,11494,July,2,Uttar Pradesh,7
V15312,53,Male,Hotel,1643,Walk,0,1643,May,7,Rajasthan,7
V15313,31,Female,Tent,4383,Walk,0,4383,August,7,Uttar Pradesh,1
V15314,37,Female,Hotel,3793,Helicopter,5493,9286,July,5,Delhi,5
V15315,28,Other,Hotel,3671,Walk,0,3671,May,3,Uttar Pradesh,6
V15316,53,Female,Hotel,3900,Palanquin,1235,5135,June,8,Maharashtra,6
V15317,34,Female,Hotel,1759,Horse,2233,3992,October,8,Rajasthan,1
V15318,62,Female,Hotel,413,Palanquin,4491,4904,June,7,Uttar Pradesh,7
V15319,20,Other,Hotel,2335,Horse,4680,7015,August,8,Delhi,4
V15320,44,Female,Hotel,526,Palanquin,6868,7394,June,9,Madhya Pradesh,6
V15321,61,Female,Hotel,4100,Walk,0,4100,July,4,Uttar Pradesh,3
V15322,26,Male,Hotel,1855,Walk,0,1855,July,9,Madhya Pradesh,3
V15323,53,Female,Tent,4766,Walk,0,4766,July,5,Rajasthan,4
V15324,36,Female,Hotel,4015,Walk,0,4015,October,1,Uttar Pradesh,4
V15325,38,Male,Dharamshala,2065,Walk,0,2065,September,1,Rajasthan,7
V15326,58,Male,Hotel,4237,Horse,4703,8940,October,3,Madhya Pradesh,3
V15327,25,Male,Tent,4012,Horse,6124,10136,October,8,Maharashtra,5
V15328,39,Female,Tent,4236,Walk,0,4236,August,1,Rajasthan,3
V15329,45,Other,Hotel,1970,Horse,5125,7095,October,7,Uttar Pradesh,2
V15330,24,Male,Tent,4186,Walk,0,4186,August,8,Uttar Pradesh,1
V15331,27,Male,Dharamshala,4292,Horse,965,5257,August,6,Delhi,7
V15332,34,Female,Hotel,859,Horse,6018,6877,October,6,Madhya Pradesh,5
V15333,22,Other,Dharamshala,4842,Walk,0,4842,July,9,Uttar Pradesh,1
V15334,29,Male,Hotel,1676,Palanquin,3726,5402,September,2,Maharashtra,5
V15335,34,Male,Dharamshala,2375,Walk,0,2375,May,1,Madhya Pradesh,2
V15336,43,Male,Hotel,981,Horse,4028,5009,October,7,Delhi,5
V15337,47,Male,Tent,4427,Horse,3444,7871,October,6,Gujarat,1
V15338,47,Female,Dharamshala,3076,Horse,5101,8177,May,9,Rajasthan,7
V15339,23,Female,Hotel,2692,Walk,0,2692,September,3,Maharashtra,2
V15340,42,Female,Tent,3366,Helicopter,2215,5581,August,8,Delhi,6
V15341,30,Male,Hotel,2650,Walk,0,2650,August,4,Rajasthan,6
V15342,35,Male,Hotel,3027,Horse,77,3104,May,7,Delhi,4
V15343,55,Male,Tent,2104,Walk,0,2104,September,6,Madhya Pradesh,7
V15344,36,Male,Tent,3435,Helicopter,2664,6099,October,10,Maharashtra,4
V15345,58,Female,Tent,4978,Walk,0,4978,June,9,Gujarat,4
V15346,40,Female,Hotel,446,Helicopter,1295,1741,July,9,Rajasthan,6
V15347,60,Female,Tent,3244,Walk,0,3244,September,6,Maharashtra,4
V15348,39,Female,Tent,3838,Walk,0,3838,June,7,Maharashtra,4
V15349,57,Female,Hotel,2116,Walk,0,2116,August,4,Rajasthan,3
V15350,53,Male,Tent,4436,Horse,5086,9522,August,2,Madhya Pradesh,7
V15351,61,Male,Tent,2808,Walk,0,2808,May,6,Gujarat,1
V15352,39,Female,Dharamshala,3986,Helicopter,3466,7452,August,3,Rajasthan,1
V15353,36,Female,Hotel,1076,Walk,0,1076,September,3,Delhi,2
V15354,47,Male,Tent,1440,Walk,0,1440,June,10,Gujarat,6
V15355,50,Male,Hotel,3291,Palanquin,351,3642,September,2,Rajasthan,1
V15356,35,Male,Hotel,4539,Walk,0,4539,September,10,Madhya Pradesh,5
V15357,67,Female,Dharamshala,2572,Helicopter,4559,7131,May,5,Gujarat,7
V15358,47,Male,Hotel,1747,Palanquin,5921,7668,October,3,Uttar Pradesh,2
V15359,68,Other,Hotel,489,Horse,2887,3376,August,4,Delhi,7
V15360,57,Male,Hotel,1636,Palanquin,1813,3449,September,1,Uttar Pradesh,4
V15361,65,Male,Tent,1982,Palanquin,4158,6140,May,9,Madhya Pradesh,1
V15362,20,Female,Hotel,2375,Walk,0,2375,July,5,Delhi,1
V15363,46,Female,Tent,4993,Walk,0,4993,September,9,Madhya Pradesh,6
V15364,41,Female,Hotel,3338,Palanquin,7580,10918,May,4,Maharashtra,3
V15365,64,Female,Dharamshala,3167,Palanquin,4487,7654,May,10,Gujarat,3
V15366,31,Male,Dharamshala,3963,Walk,0,3963,October,9,Gujarat,2
V15367,62,Female,Hotel,4873,Horse,1561,6434,July,9,Rajasthan,2
V15368,39,Female,Tent,1948,Walk,0,1948,June,9,Gujarat,1
V15369,45,Male,Hotel,4794,Horse,1510,6304,May,10,Rajasthan,6
V15370,43,Female,Tent,4446,Horse,2253,6699,October,3,Uttar Pradesh,4
V15371,70,Male,Hotel,4417,Walk,0,4417,June,1,Madhya Pradesh,3
V15372,47,Male,Hotel,1596,Horse,5323,6919,August,3,Rajasthan,7
V15373,68,Male,Hotel,1731,Walk,0,1731,May,9,Uttar Pradesh,6
V15374,34,Female,Tent,3836,Helicopter,7941,11777,June,5,Maharashtra,2
V15375,51,Other,Hotel,3922,Walk,0,3922,July,5,Madhya Pradesh,6
V15376,49,Female,Dharamshala,1746,Horse,845,2591,May,2,Uttar Pradesh,6
V15377,58,Female,Hotel,3868,Walk,0,3868,October,1,Delhi,4
V15378,19,Male,Dharamshala,2893,Palanquin,2666,5559,October,2,Delhi,2
V15379,32,Male,Hotel,1681,Helicopter,1942,3623,May,7,Rajasthan,1
V15380,51,Male,Hotel,3726,Horse,4950,8676,July,8,Uttar Pradesh,1
V15381,46,Male,Hotel,1801,Helicopter,4453,6254,September,10,Delhi,2
V15382,50,Female,Dharamshala,3322,Helicopter,3445,6767,May,10,Madhya Pradesh,1
V15383,30,Female,Hotel,3383,Helicopter,7797,11180,July,2,Gujarat,6
V15384,45,Male,Hotel,4633,Walk,0,4633,August,9,Rajasthan,7
V15385,52,Male,Hotel,4629,Palanquin,596,5225,May,4,Rajasthan,1
V15386,69,Female,Dharamshala,399,Walk,0,399,May,7,Rajasthan,4
V15387,70,Male,Hotel,3637,Horse,5009,8646,August,5,Delhi,6
V15388,28,Male,Tent,1989,Horse,7268,9257,October,10,Uttar Pradesh,1
V15389,64,Female,Dharamshala,3994,Palanquin,4468,8462,September,4,Gujarat,6
V15390,32,Female,Hotel,2150,Palanquin,7911,10061,September,9,Uttar Pradesh,4
V15391,42,Male,Dharamshala,3680,Walk,0,3680,June,3,Maharashtra,5
V15392,33,Male,Dharamshala,4713,Horse,560,5273,July,6,Maharashtra,3
V15393,21,Male,Tent,1456,Palanquin,2002,3458,September,1,Delhi,6
V15394,25,Male,Hotel,3041,Horse,108,3149,May,2,Maharashtra,2
V15395,50,Male,Hotel,2573,Horse,5212,7785,October,4,Uttar Pradesh,4
V15396,41,Female,Dharamshala,2779,Palanquin,1157,3936,May,9,Maharashtra,4
V15397,18,Female,Tent,1673,Palanquin,7816,9489,July,9,Madhya Pradesh,2
V15398,56,Male,Tent,4763,Palanquin,3758,8521,June,5,Maharashtra,2
V15399,26,Female,Dharamshala,4167,Horse,2624,6791,September,7,Madhya Pradesh,2
V15400,51,Female,Hotel,980,Horse,6191,7171,May,2,Uttar Pradesh,2
V15401,35,Male,Tent,4356,Walk,0,4356,August,3,Delhi,7
V15402,23,Female,Hotel,2455,Walk,0,2455,July,5,Madhya Pradesh,5
V15403,70,Male,Hotel,3631,Walk,0,3631,May,7,Delhi,4
V15404,24,Female,Tent,3120,Horse,975,4095,June,2,Gujarat,5
V15405,53,Male,Hotel,4775,Horse,7700,12475,September,10,Madhya Pradesh,6
V15406,31,Female,Hotel,508,Horse,5221,5729,July,7,Uttar Pradesh,6
V15407,35,Male,Hotel,1404,Walk,0,1404,May,6,Rajasthan,4
V15408,65,Female,Hotel,3870,Helicopter,6814,10684,August,7,Rajasthan,6
V15409,58,Female,Dharamshala,2053,Walk,0,2053,October,7,Madhya Pradesh,7
V15410,59,Male,Hotel,4870,Walk,0,4870,August,10,Madhya Pradesh,7
V15411,31,Female,Hotel,4868,Walk,0,4868,August,7,Gujarat,7
V15412,42,Female,Hotel,2876,Palanquin,761,3637,August,9,Uttar Pradesh,6
V15413,65,Male,Hotel,3759,Horse,2782,6541,June,5,Maharashtra,3
V15414,52,Male,Hotel,1321,Walk,0,1321,May,4,Maharashtra,4
V15415,39,Male,Tent,3463,Helicopter,26,3489,October,4,Maharashtra,2
V15416,50,Male,Tent,2371,Horse,2483,4854,June,2,Delhi,6
V15417,56,Female,Hotel,1984,Horse,5520,7504,June,6,Maharashtra,1
V15418,26,Other,Tent,424,Walk,0,424,October,2,Rajasthan,5
V15419,41,Female,Tent,2540,Palanquin,4650,7190,August,9,Maharashtra,1
